dataset_id,respondent_id,dimension,image_A,image_B,winner,raw_label,raw_col
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,1519.jpg,976.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,1561.jpg,1896.jpg,B,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,1499.jpg,2111.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,2125.jpg,2428.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,1536.jpg,1190.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,343.jpg,290.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,326.jpg,446.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,666.jpg,1765.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,2388.jpg,469.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,2462.jpg,338.jpg,A,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,2892.jpg,2540.jpg,B,nieatrakcyjna,ratings_list2
sona,R_8ebtGY0ZMGLunZI,atrakcyjna,430.jpg,1878.jpg,A,nieatrakcyjna,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1776.jpg,1513.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,737.jpg,1817.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2921.jpg,613.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1584.jpg,988.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2269.jpg,1017.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2780.jpg,2385.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,133.jpg,1309.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,84.jpg,1077.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2216.jpg,1751.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2658.jpg,2682.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,959.jpg,2647.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1518.jpg,467.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1187.jpg,706.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2178.jpg,2848.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1831.jpg,522.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1425.jpg,2955.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2336.jpg,2601.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2158.jpg,2049.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1658.jpg,1373.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1314.jpg,544.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2533.jpg,2285.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,781.jpg,842.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,90.jpg,2541.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2938.jpg,115.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1554.jpg,75.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2186.jpg,2132.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2030.jpg,1404.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2124.jpg,2651.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1769.jpg,1031.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1231.jpg,2452.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2314.jpg,707.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2610.jpg,1413.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),260.jpg,2752.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1550.jpg,1292.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2455.jpg,1553.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1708.jpg,1977.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2041.jpg,2241.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),222.jpg,2415.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1268.jpg,1659.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1927.jpg,711.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),357.jpg,2414.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2252.jpg,655.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2488.jpg,512.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1752.jpg,2611.jpg,A,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2037.jpg,1401.jpg,B,biała (kolor skóry),ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,9.jpg,2705.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1764.jpg,482.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2600.jpg,1063.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,181.jpg,455.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,895.jpg,328.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2156.jpg,1186.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2700.jpg,914.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2669.jpg,2152.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2370.jpg,2785.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2791.jpg,2743.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2738.jpg,1787.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1737.jpg,2727.jpg,A,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1410.jpg,1736.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2680.jpg,152.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,szczęśliwa,705.jpg,1675.jpg,B,szczęśliwa,ratings_list
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1776.jpg,1513.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,737.jpg,1817.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2921.jpg,613.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1584.jpg,988.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2269.jpg,1017.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2780.jpg,2385.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,133.jpg,1309.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,84.jpg,1077.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2216.jpg,1751.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2658.jpg,2682.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,959.jpg,2647.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1518.jpg,467.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1187.jpg,706.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2178.jpg,2848.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1831.jpg,522.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1425.jpg,2955.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2336.jpg,2601.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2158.jpg,2049.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1658.jpg,1373.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1314.jpg,544.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2533.jpg,2285.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,781.jpg,842.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,90.jpg,2541.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2938.jpg,115.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1554.jpg,75.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2186.jpg,2132.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2030.jpg,1404.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,2124.jpg,2651.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1769.jpg,1031.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,zagłosował(a)bym na nią/niego w wyborach,1231.jpg,2452.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2314.jpg,707.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2610.jpg,1413.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),260.jpg,2752.jpg,B,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1550.jpg,1292.jpg,B,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2455.jpg,1553.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1708.jpg,1977.jpg,B,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2041.jpg,2241.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),222.jpg,2415.jpg,B,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1268.jpg,1659.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1927.jpg,711.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),357.jpg,2414.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2252.jpg,655.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2488.jpg,512.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),1752.jpg,2611.jpg,B,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,biała (kolor skóry),2037.jpg,1401.jpg,A,niebiała (kolor skóry),ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,9.jpg,2705.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1764.jpg,482.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2600.jpg,1063.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,181.jpg,455.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,895.jpg,328.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2156.jpg,1186.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2700.jpg,914.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2669.jpg,2152.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2370.jpg,2785.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2791.jpg,2743.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2738.jpg,1787.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1737.jpg,2727.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,1410.jpg,1736.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,2680.jpg,152.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2ZrMRpejZlVgW65,szczęśliwa,705.jpg,1675.jpg,B,nieszczęśliwa,ratings_list2
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1757.jpg,1445.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1683.jpg,2687.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2297.jpg,2715.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1178.jpg,296.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2706.jpg,2663.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2186.jpg,1790.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1878.jpg,2635.jpg,B,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2750.jpg,2150.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,399.jpg,850.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,869.jpg,944.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2128.jpg,1359.jpg,B,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1596.jpg,141.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,580.jpg,1360.jpg,B,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2408.jpg,2650.jpg,B,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,983.jpg,1052.jpg,A,uprzywilejowana,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1926.jpg,1921.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1526.jpg,2533.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1773.jpg,2343.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,886.jpg,2180.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1079.jpg,1134.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,476.jpg,1722.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,630.jpg,330.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1064.jpg,1872.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1712.jpg,702.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,519.jpg,1502.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1968.jpg,1437.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,612.jpg,2789.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,1752.jpg,2036.jpg,B,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,108.jpg,2718.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,pochodząca z Bliskiego Wschodu,2587.jpg,1787.jpg,A,pochodząca z Bliskiego Wschodu,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1249.jpg,2456.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,888.jpg,551.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1842.jpg,2590.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,860.jpg,1879.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,92.jpg,1173.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,522.jpg,2956.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1076.jpg,2859.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1112.jpg,2804.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,2648.jpg,2347.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1643.jpg,2542.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,2314.jpg,218.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1462.jpg,150.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1550.jpg,2627.jpg,A,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,2885.jpg,1418.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,towarzyska,1624.jpg,1996.jpg,B,towarzyska,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,162.jpg,565.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,633.jpg,989.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1856.jpg,1450.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1389.jpg,1993.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1836.jpg,2891.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1967.jpg,1365.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1040.jpg,2716.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,255.jpg,428.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,2446.jpg,2384.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,1703.jpg,2782.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,505.jpg,1025.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,2321.jpg,1510.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,579.jpg,1314.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,2858.jpg,2279.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,zagłosował(a)bym na nią/niego w wyborach,2335.jpg,61.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1757.jpg,1445.jpg,A,nieuprzywilejowana,ratings_list2
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1683.jpg,2687.jpg,A,nieuprzywilejowana,ratings_list2
sona,R_8QgW6dERARzJOvV,uprzywilejowana,2297.jpg,2715.jpg,A,nieuprzywilejowana,ratings_list2
sona,R_8QgW6dERARzJOvV,uprzywilejowana,1178.jpg,296.jpg,A,nieuprzywilejowana,ratings_list2
